"Sài 1 2 hôm cúp nguồn bảo gửi trả lại hoàn tiền  mà nhân viên bên giao hàng giao cả tuần lễ rồi mà shop nói chưa nhận đc khi nhận đc sẽ hoàn tiền quá lật lọng","1"
"Hàng 65% còn nghe đc","1"
"Mới dùng được vài ngày tại sao ko lên nguồn nữa","1"
"Chán","1"
"Xài rất tệ tới 70% hết pin mở nguồn ko lên","1"
"Mua4 cái loa hư hết cả 4   nghe nhỏ síu   hầu như ko nghe  tốn tiền chẳng ra gì","1"
"None","1"
"Sài được 1 tuần thì máy đơ nguồn  mơ k lên","1"
"dây sạc thì hư wf thì vô kh đc","1"
"quá tệ   hàng bị dính mật khẩu   pin thì pin cũ chai nhanh hết","1"
"Máy hở lung tung hết k đúng màu check k đúng màu","1"
"Đặt máy 95% nhưng vỏ lại bị oxi hóa mủn hết  Mọi chức năng thì ok","1"
"Phần võ bọc da da đã mục","1"
"Mua về lắp sim vào thì 1 sim không nhận lắp rất nhiều lần rồi vẫn không nhận ib shop chưa thấy phản hồi gì mong shop cho đổi hàng nếu không mình sẽ trả lại","1"
"Pin rất nhanh hết  nt thì sh k phản hồi pin thì sáng sạc để vậy giữa chiều hết r  pin 380mA mà lừa đảo 1000mA  thật thất vọng","1"
"Can than khi mau hang o shop nay hang bi loi dt hay nt cung ko tra loi do lua dao ban hang cu","1"
"Giao hàng ko Sài đc","1"
"Mua màu xám thì trả hàng màu vàng","1"
"Máy mua về gắn sim không lên sóng  toàn báo khẩn cấp như hình  liên hệ shop không trả lời 
Đặt 1 sim gửi 2 sim  Báo shop  shop trả lời gửi 2 sim là lời cho khách rồi  Chúng tôi ko cần lời lỗ  Loại 1 sim thiết kế nhỏ gọn hơn  Chứ không phải ham mấy đồng lời  Đề nghị shop xử lý vụ ko nhận sim","1"
"Giao hàng lâu  rồi nói giảm giá 30k  noi tặng 2 cụcbin mà giao có 1cục thoi  thất vọng khi chờ đợi","1"
"Thấy bảo hàng zin nhưng mở ra thì có tin nhắn từ 2017 trong máy
Mà m dùng mạng vietteo chủ cũ của máy này dùng mobi lên tức là máy này đã qua sử dụng ko còn zin
Nhưng thôi hơn 100k thì cũng ko tiếc  Chỉ mong shop đừng quảng cáo zin nữa thôi
Ai mà có ý định mua shop này thì dẹp đi  Dt dc mấy ngày h","1"
"Nhìn thì oke nhưng về kh sử dụng được   Dùng đc hôm đầu tiên mở ra thấy lên pin  sau đó sạc thì kh thấy vào nữa","1"
"Ưng lắm nha","1"
"Pin  vỏ máy lắp không khít 
Màng loa dán lệch 
Máy mở lên bị màn hình trắng liên tục không thể dùng được 
Nói chung là thất vọng  có hơn 100k cũng không muốn mất công đi trả hàng","1"
"Mới mua k lên màn  Sạc cũng k lên 😕","1"
"Giao hàng thì lâu hàng thì hỏng pin đểu chưa dùng đã hết chân sạc hỏng không sạc được nói chung coi như mất tiền ngu mua phải shop lừa xóa luôn ứng dụng shopee cho lần sau khỏi bị lừa","1"
"hàng đúng sida","1"
"Các chốt bấm bị gãy","1"
"Pin chai to mà cũng giao hàng làm ăn kém uy tín","1"
"Chất lượng sp rất kém  mua về dùng được vài ngày hỏng luôn  Mặc dù mỗi cắm sim k nghe gọi gì  Bật ko lên nổi nguồn","1"
"Hàng này bị lỗi mng ạ  loa trong ko nghe đc phải bật loa ngoài  vỏ cũng bị vênh  Nút số 1 bị liệt 😂😂😂 nói chung là phù hợp với giá tiền","1"
"Không nhận sim hoặc yếu  
Ko xài nhưng pin dễ hết","1"
"Sạc hỏng","1"
"Điện thoại cùi bắp  về màn hình trắng xóa được mấy ngày rồi cháy luôn  Dt hàng dựng","1"
"Dở lắm  k xạc được   hư tùm lum","1"
"Điện thoại nhận về ban đầu thấy ok  nút bấm hơi khó do vỏ lô( giá tiền này thì chấp nhận đc)  Sạc bị lỗi  ko sạc được  Máy tắt nguồn ko có sạc dùng mấy hôm nay","1"
"Đồ củ đã dùng rồi bị liệt phím 0","1"
"Chất lượng ko đáng tiền các bạn nên nghĩ kĩ trước khi mua mình mua về sạc ko vô điện nắp đt đóng ko đc sài đc 1 ngày là hư luôn với khâu đổi trả rất mất thời gian mình ko có tg rãnh mà đi mua rồi đổi trả xem như bài học ham giá rẻ","1"
"Điện thoại 1 kiểu  sạc giao 1 kiểu  Phải mua sạc mới
Gửi hàng cho bên vận chuyển chậm
Điện thoại hết pin sập nguồn sạc 3 ngày màn hình cũng k sáng được  Thử bao nhiêu cái sạc  Đến giờ vẫn chưa lên","1"
"bán hàng ko có tâm máy như sắt vụn sước màn nhìn như cái cc mà cũng bán đc thì giàu nhanh lắm nhỉ","1"
"Ko nên mua ae nhé xạc ko vào luôn mua về hết bin thì vứt","1"
"Hàng lâu  lúc hủy đơn thì bảo đang giao vl","1"
"Máy cũ chứ không phải Zin như shop nói  Sờ vào máy sms cũ còn đầy ra 😢
Hơi thất vọng","1"
"Cái shop này làm ăn báo nháo ae đừng nên mua  Thay thế linh kiện tùm lum hết","1"
"kiểu đơ mà điện thoại tải 1 ứng dụng lâu và ko thể vô đc nói chung là không dùng đc nha đừng nên mua  thà góp 1trieu mua dùng đc chứ cái này gb ít chụp ảnh mờ đừng nên mua shop này nhé mk ns mí bn ko tin mua sẽ bt","1"
"Khuyên các bạn đừng nên mua sản phẩm của shop này chất lượng rất kém và là hàng trung quốc nhưng shop bảo quốc tế khuyên các bạn đừng nên mua sản phẩm này","1"
"Sản phẩm kém    Lỗi tùm lum    Ko nên mua","1"
"Quảng cáo sản phẩm đẹp 99 mà bán máy cần mot bể màn chảy xước lấy mua thôi nếu sau này có tiền thì đi uống cà phê với bạn bè Chắc còn có giá trị hơn","1"
"Máy tốt nhưng k thể tải được cái j cả 😡😡","1"
"Thất vọng tràn trề  máy lúc giao thì bụi bẩn  pin xem Youtube được 1h là sập nguồn  cắm sạc không lên","1"
"Quá tệ  bị thay vỏ từ trắng thành đen  liệt phím home","1"
"Hàng đồng nát mà cũng mang lên Shopee bán  Ai mua thì nên suy nghĩ lại tránh mất tiền oan nhé  Cuối năm r còn bị xui vc ((","1"
"May giao nát như tương","1"
"Sản phẩm ko ra gi ko đúng như quảng cáo  Máy bị lỗi ma ko đổi trả  Bán hàng ko uy tín  Nhân viên nói khó nghe","1"
"Chỉ đc cái bề ngoài  bỏ sim xài ko đc  phí tiền  ko nên mua nha mn","1"
"Tưởng nhỏ bằng hộp diêm gas đằng này đt thoại to quá k giống như quảng cáo   shop xạo quá","1"
"Hàng hơn cưt","1"
"Sạc được lần đầu cúp nguồn xong sạc không lên nữa","1"
"Điẹn thoại vừa mua dùng được 1 tí đã sập luôn nguồn   Bán hàng lừa đảo   ae đừng mua","1"
"Ngày đầu về sài còn ok
Gọi báo shop thì shop bảo về rồi liên hệ vậy mà 2 ngày ko thấy trả lời  nhắn tin ko trả lời 
Nch với kh thì thái độ 
Chán thật sự  mua lầm ko sợ chỉ sợ nv thái độ với kh","1"
"Vừa nhận ghim sạc thì nổ sạc nám tay  hic","1"
"Đt chưa xài đã hư   Bó tay","1"
"Qyay video la man hi h mau  khi giao la ko mau  Ko le co 225k di doi tra","1"
"Siêu nhanh hết pin","1"
"Sản phẩm lỗi bin kém xạc không vào","1"
"Hàng cũ mà bán như hàng mới  mở lên đã có sdt cài sẵn trong máy  Làm ăn lươn lẹo","1"
"Máy điện thoại không có sạc nguồn  không có pin không biết dùng kiểu gì  Quá buồn đề nghị shop hỗ trợ giải thích gấp","1"
"mua chọn có đầy đủ pin và sạc    giao đt ko    đéo có cục pin cục sạc nào    nắp sau thì trầy trụa    quá tởm    mn ai muốn mua thì cân nhắc lại nhé     tiền nào của đó","1"
"Mua máy về ko có sạc  ko có pin thì dùng kiểu gì vậy shop","1"
"Như quần què
Giao mình cái xác pin ko có sạc thì ko","1"
"Điện thoại j xài có 1 ngày hư rồi  Mở nguồn không lên  Làm ăn vậy chết lun rồi  lần sau ai dám mua nữa","1"
"Trầm cảm luôn mấy má ơi giờ phải mua thêm pin sạc 🥴","1"
"Quá mắc so với chất lượng","1"
"Đặt hàng loại 2sim   thanh toán trước loại 2sim   Lúc giao hàng giao loại 1sim  Mình đã trao đổi với shop   shop cũng thừa nhận là do lỗi nhân viên đóng gói nhầm   đồng ý hoàn lại 15k xem như mình chỉ đặt loại 1sim   Nhưng khi mình chọn chính sách hoàn tiền   thì lên mắng khách hàng   Như 2 mặt  )","1"
"Có bụi trong màn hình  tiền nào của nấy","1"
"Mua phí tiền  Không dùng được","1"
"Bán hàn mỗi máy k có pin","1"
"Điện thoại nghe không rõ  bị rè  sóng chập chờn","1"
"Đt k có pin k có sạc thì dùng kiểu gì hả trời","1"
"Giao thiếu cục sạc với pin","1"
"không có sạc và pin","1"
"Sạc không vô pin","1"
"Bán hàng ko có trách nhiệm   
T1   Khách đặt màu xám   giao màu đen
T2   sạc pin hỏng   máy sạc ko nhận 
T3   cục pin cũng hỏng   sạc đầy buổi sáng đến trưa pin lại tụt hết sạch pin 
T4   liên lạc vs shop nhưng shop ko phản hồi   rõ ràng là shop đang on trực tuyến chứ ko pải đang off","1"
"Sản phẩm ko ngon hư nút nguồn gọi cho shop thì shop thì shop ko bắt máy ae nên suy nghĩ lại","1"
"Bàn phím không ăn  Lắp bàn phím thì lỗi  Bấm phím không được  Chán  Đúng là hàng mua qua mạng không kiểm tra kỹ càng","1"
"Sao shopee không có 0 5 sao để đánh giá shop này nhỉ  Điện thoại vừa mua đã hỏng mic  gọi cho shop thì bảo để xem rồi mất hút  nhắn tin thì ko thèm trả lời  vớ vẩn thật","1"
"Không thể tắt màn hình chờ nên rất tốn pin  hỏi không trả lời","1"
"Trả biết nó gì hơn","1"
"khá thất vọng điện thoại nhận đc bị xước 1 vệt dài  sâu xuống gần giữa màn hình  đáng ra shop nên báo trc điều này  Nhắn tin hỏi shop về sp mấy tin mới trả lời 1 tin  cảm giác shop chỉ cần bán 1 lần chứ k cần bán thêm lần nữa ý shop trả lời đt kiểu khó chịu","1"
"Hàng beo nheo qua","1"
"Điện thoại mua về k có chplay","1"
"Tốt nhất đừng mua ae ạ mua về tốn tiền ko làm j đc lag nx","1"
"Điện thoại dởm ae đừng nên mua  mua về chỉ chơi đc bản ninja school thường  bản hack thì lỗi linh tinh cả  nào thì ko vào đc  vào game đc tý thì lỗi ứng dụng  hỏi shop thì shop lại bảo tham gia nhóm trên fb rồi tự tìm  kho lưu trữ của máy thì ko vào đc","1"
"Hỏng phím bấm này  Cover camera thì rơi ra ngoài  Bàn phím vênh lên  1* vẫn là hơi nhiều","1"
"Lỗi tự sáng màn   hỏng nguồn   shop trả lời kiểu k cần thiết","1"
"điện thoại lúc zô wifi hay ứng dụng thì bị tắt nguồn  hay bị đơ màn hình  nhanh hết pin và nóng máy  nhưng tất cả còn lại thì ok","1"
"Điện thoại lơm k kết nối đc wifi  liệt phím  ứng dụng đơ","1"
"Cái vỏ khá tệ  Không  tốt  như trong mô tả  tem đã bị in mới dán lại  main thì gỉ sét gần hết  Thế mà trong video thì láo toét bảo người kiểm tra này nọ   main gỉ thì hay bệnh","1"
"Làm ăn như quần què  mới mua đất mà bị lỗi tùm lun  hỏi thì nói k bảo hành  mọi người cạch shop này ra nhé","1"
"Mua phải con wifi như c*t hỏi sao không bắt dc wf thì cứ chỉ cách cài opera xong nói khách kém  Chán đ buồn dùng =)))
Được cái sạc mới nên cho 1*","1"
"Liệt đa số phím  K kết nối được intenet","1"
"Máy có vấn đề về sóng
Nhưng nhận lại câu trả lời thế này
Không hài lòng với shop
Yêu cầy trả lại   Đi làm rảnh đâu mà trả
Ai mua thì cân nhắc trước khi mua nhé","1"
"Đánh giá được sửa 
  Máy vỏ thay mới nhìn khá đẹp nhưng ko khít ( phần lắp lưng khi lắp pin vào kênh) 
  pin kêu sịn mà yếu vl ( ko biết do nguồn hay do pin chứ để ko 1 ngày tự sập) bổ sung  để qua đêm cũng sập
  phím bấm cứng làm đau tay khi nhấn ( 2 phím bị mo phải all  
SẢN PHẨM THỰC SỰ KHÔNG HÀI","1"
"máy lỗi gửi lại shop   shop đã nhận máy hơn 2 ngày rồi chưa giải quyết cho tôi","1"
"Mới mua rụng 2 phím  bàn phím bấm cứng   Dùng được 6 hôm thì pin chai sạc vào pin chậm  vài tiếng tự hết pin  camera đã lỗi không chụp được nữa  Ai có ý định mua thì xem xét kĩ","1"
"Mình nhận hàng xong máy vẫn lên nguồn  nhưng mà pin máy nhanh hết hầu như không dùng dc quá 3 tiếng  máy dùng bị đơ nhiều không dùng dc  có nhiều phím bị liệt     nói chung chất lượng mấy kém  Mình có liên hệ vs shop để đổi trả thì shop kỳ kèo ko xử lý  Nói chung rất không hài lòng","1"
"Đt sài như shit  Cứ 10p là bị tắt nguồn  Shop lừa đảo","1"
"Hàng lỗi phụ kiện hư   đt hư cỗng tai nghe   Pin sạc lâu vô sac cáp 3a cũng vậy   Nhanh hết pin   Sạc đầy Chơi game 30p het pin  sóng không ổn định chẳng mạng nào sống lên đầy tốn thêm tiền mua 2 cái sim   phụ kiện hư mà đưa   lấy mấy chục tiền phụ kiện   Đôi trả k cho   T cúng cho GĐ sp","1"
"Loa bị rè màn hình bị hở có cái đèn là giống trong hình thề không mua hàng online nữa","1"
"Mua về 1 hôm thì tắt nguồn mở ko lên nữa mặc dù đã sạc","1"
"San phẩm lỗi chán lắm màn leg k lên","1"
"Sp chất lượng kém  vỏ bị hở + pin cũ hỏng","1"
"Anh đừng đổ lỗi cho nhân viên hay dì cả a là kẻ thất hứa thôi bạn ơi bạn đừng có bốc phét để lách  bạn hứa này hứa nọ xong bạn gửi mấy cái không cần thiết chi vậy  hứa cho mình ốc bắt main xong không cho đi cho cái vỏ khác gãy be bét linh kiên dô nước nút hư cứng ngắt cho vậy chi dạ để bạn ăn đi","1"
"bọn gian thương  main 5s mật khẩu  giao main đã bypass  rồi tạo lại mật khẩu  làm sao có thể back up lại để nghe gọi  kêu khách vọc bỏ  khách trả hàng thì KHÓC với shopee   làm ăn kiểu này coi có tồn tại không   
Shopee ko hiểu gì về bypass nên xử ép khách hàngh","1"
"Đặt màu nay giao màu kia kì vậy 😡😡😡","1"
"Mịa pà nó  Đồ dỏm  Mua xài chưa đc nửa tháng  Ko nhận sim(thử nhiều sim)  ai gọi tới ko liên lạc dc  cột sóng vẫn đủ  Cuộc gọi thì đầu kia nghe tiếng dc tiếng mất  đầu này thì rè rè nhỏ xíu chả nghe gì  Pin thì chai mịa nó rồi để màn hình chờ chỉ 15s mà chưa dc 4h đã hết pin     túm lại LỪA ĐẢO","1"
"Giao hàng k giống như lòi nói của shop đề nghị xem lạy cach mình buôn báng đi nhé có sao nói vay đi chứ nói láo  gạc người","1"
"Sườn cong  chân pin cong   main thì sửa 
Quá tệ   Shop vui lòng phản hồi lại mình","1"
"Shop làm ăn cực bố láo đăng 1 đường bán 1 lẻo hàng thì kém chất lượng dùng không ổ định nghe gọi có tiếng réo người bên kia nghe nhỏ   giới thiệu hàng thì bảo hàng vỏ đẹp còn gửi cho khách thì vỏ không đúng như shop nói  Đúng là mua bực vào người","1"
"Mọi người đừng mua điện thoại của shop này  Làm ăn lưa đảo  Gỡi điện thoại bị hư rồi đổ thừa người dùng làm hư  Trong khi minh vừa nhận được điện thoại là đã không sử dụng được   Nói gỡi điên thoại lại rồi shop đổi điên thoại mới  Nhưng gỡi điện thoại đi rồi thì shop báo phải bù thêm tiền sửa","1"
"Hàng bị lỗi   liệt cảm ứng   Yêu cầu trả hàng nhưng có thái độ khó khăn   dù đã đồng ý trả hàng hoàn tiền trên điện thoại cho mình nhưng vẫn báo với shopee là ko cho hoàn hàng   Làm ăn thiếu đạo đứcz","1"
"Màn hình bị hư dây vân tay ( cộng dài ) 
Đốm đen 2 điểm 
Gọi bắt máy alo các thứ rồi bảo add zalo để trả lại 
Mình có gửi tn và add nhưng m*o trả lời + méo chấp nhận luôn  Làm ăn như cc","1"
"Chất lượng sp ổn hỗ trợ khánh hàng k tốt","1"
"Mua 2 cái rồi  Cái trước ok  Cài này thì chán luôn  Màn ép kính  dùng bị đơ cảm ứng  phải tắt màn bật lại mới dùng được tiếp  Lỡ bóc tem ra rồi nếu không sẽ đổi trả😬","1"
"thề luôn đi  bán sai cả nhà ra đường xe đâm chết","1"
"Điện thoại hỏng  Không dùng được","1"
"Sản phẩm hàng không chính hãng  như đồ chơi trẻ em  shop và shopee thì không hỗ trợ người mua  Thật sự thất vọng cho đơn hàng mua này  Chắc không có lần thứ 2 mua ở shop này lẫn shopee","1"
"Sp lỗi mà nt cả ngày trời shop k tl mua về mà cắm sạc cứ nháy liên tục dù mất công đi mua thêm cái sạc mới khác cũng k được
Máy thì chày sước hết 
Vỏ thì ọp ẹp thề đây là lần đầu tiên mua hàng mà phải đánh giá 1*
Giờ mua về hết pin sập nguồn k dùng đc coi như vứt đi 
Bực cả mình","1"
"Cục pin giao hư không xài được","1"
"Pin dùng chỉ đc 1 ngày là hết trong khi ngày mình chỉ gọi 1 2 cuộc  Hazz","1"
"Máy lỗi","1"
"Bàn phím cứng  kẹt  khó sử dụng  Pin có vẻ nhanh hết","1"
"Về đc 1 hôm đã sập nguồn sạc đầy pin cũng chỉ đc qua đêm mà ko dùng gì  Chán","1"
"Không sạc được pin","1"
"Điện thoại âm thanh nhỏ ánh sáng kém","1"
"Được cái mã   Bên trong loa hỏng rè","1"
"Điện thoại kém chất lượng tôi khuyên mọi người đừng nên mua","1"
"Điện thoại hỏng bàn phím sạc không lên mua phí tiền","1"
"Máy lắp sim vào dùng sạc không lên nguồn
Liên hệ shop không trả lời không rep tin nhắn
Cần liên hệ để được bảo hành","1"
"Máy hỏng  mở nguồn k lên","1"
"Dt dùng qua r hay s ấy  Vào danh bạ còn có sẵn tên của ai k  Số tùm lum hết  Bin thi k dùng được  Ra tiệm xem tiệm bảo bin mềm hư r  Mua về k dùng dc ngày nao luôn","1"
"Dùng chán vc","1"
"Nhân viên giao hàng thái độ thật tệ  Quá lồi lõm","1"
"Gửi đổi trả thì shop không nhận lại hàng
Tìm đủ lí do để hủy đơn
Khuyên cả nhà không nên mua hàng của shop này
Làm ăn không có uy tín
Quá mất lòng tin","1"
"Điện thoại cũ mông má lại  Pin cực kỳ tệ  sạc 3h mới đầy mà qua đêm đã sập nguồn  Gọi điện đc mấy phút là cũng sập nguồn  Mình ko trả lại hàng mà chấp nhận mất tiền lên đánh giá cho mọi người biết","1"
"Mới dùng đc đúng 1 ngày mà h bị ntn","1"
"Shop giao hàng chi mà kì quặc 1 máy gọi thì không nghe được còn 1 máy bị ngược màn hình 
Shop hãy giải thích về việc này 😔😔😔
Mua hai máy mà không được máy nào
Bề ngoài thì đẹp nhưng bên trong lại bị hư hại nặng","1"
"Giao hàng quá trể  đẻ là hai ngày là có hàng mà  Đúng tuần lể mới có","1"
"Okkkk","1"
"Hàng ok   nhưng khi mở máy thì điện thoại bị cong và viền màn hình bị hở nên khi sử dụng 1 ngày và bị cháy màn hình trong nên phải đi thay lại mất thêm 200k và khi đặt hàng shop ko hề thông báo là màn hình bị bong ra để mjk mua thêm dán màn hình điện thoại để dán vào thêm","1"
"Hàng nhìn xấu  xước tùm lum con chất lượng sản phẩm chưa dung chưa biết","1"
"Máy dùng từ sáng tới tối thì màn hình trắng xoá  
Vứt","1"
"Shop này lừa đảo mọi ng ạ  Nó gửi hộp ko đến cho mình  Mọi ng vào mua shop cẩn trọng ạ    Tiếc là ko quay đc video từ đầu","1"
